"Exness","Symbol","Timestamp","Bid","Ask"
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:05.096Z",101894.22,101894.22
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:06.673Z",101897.07,101897.07
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:16.872Z",101894.25,101894.25
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:17.709Z",101894.46,101894.46
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:19.442Z",101896.88,101896.88
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:22.619Z",101896.67,101896.67
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:25.731Z",101896.95,101896.95
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:27.065Z",101898.6,101898.6
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:29.813Z",101903.88,101903.88
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:30.582Z",101904.35,101904.35
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:37.908Z",101903.67,101903.67
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:38.050Z",101899.21,101899.21
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:38.149Z",101895.98,101895.98
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:39.761Z",101890.53,101890.53
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:39.862Z",101886.54,101886.54
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:40.382Z",101885.25,101885.25
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:40.412Z",101882.44,101882.44
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:41.182Z",101880.34,101880.34
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:51.213Z",101880.1,101880.1
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:56.702Z",101881.63,101881.63
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:56.732Z",101885.17,101885.17
"exness","BTCUSD_Zero_Spread","2025-11-09 05:40:58.899Z",101885.35,101885.35
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:01.088Z",101890.42,101890.42
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:01.837Z",101889.2,101889.2
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:01.868Z",101886.61,101886.61
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:01.891Z",101883.93,101883.93
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:01.902Z",101879.71,101879.71
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:01.945Z",101877.2,101877.2
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:01.994Z",101874.39,101874.39
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:02.224Z",101870.23,101870.23
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:05.725Z",101864.17,101864.17
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:05.872Z",101861.88,101861.88
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:16.224Z",101861.91,101861.91
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:26.095Z",101860.12,101860.12
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:29.412Z",101854.08,101854.08
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:29.442Z",101850.84,101850.84
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:30.283Z",101847.98,101847.98
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:31.149Z",101848.07,101848.07
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:31.910Z",101848.44,101848.44
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:31.952Z",101851.24,101851.24
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:31.962Z",101856.09,101856.09
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:36.672Z",101862.32,101862.32
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:38.441Z",101861.78,101861.78
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:40.477Z",101863.96,101863.96
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:43.132Z",101863.7,101863.7
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:43.642Z",101867.33,101867.33
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:44.808Z",101865.4,101865.4
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:44.951Z",101868.1,101868.1
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:46.259Z",101870.77,101870.77
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:46.274Z",101873.31,101873.31
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:46.559Z",101876.96,101876.96
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:47.551Z",101876.89,101876.89
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:48.270Z",101884.18,101884.18
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:56.902Z",101882.36,101882.36
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:56.983Z",101880.05,101880.05
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:57.041Z",101875.9,101875.9
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:57.406Z",101873.4,101873.4
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:57.422Z",101870.88,101870.88
"exness","BTCUSD_Zero_Spread","2025-11-09 05:41:57.713Z",101866.25,101866.25
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:03.582Z",101859.43,101859.43
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:03.662Z",101854.61,101854.61
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:03.677Z",101848.33,101848.33
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:03.869Z",101842.02,101842.02
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:07.994Z",101839.4,101839.4
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:10.320Z",101829.81,101829.81
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:10.341Z",101825.37,101825.37
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:11.343Z",101825.47,101825.47
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:13.599Z",101825.61,101825.61
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:15.703Z",101829.05,101829.05
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:16.374Z",101833.44,101833.44
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:16.422Z",101840.53,101840.53
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:16.518Z",101847.77,101847.77
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:16.533Z",101845.51,101845.51
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:18.722Z",101845.94,101845.94
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:26.306Z",101842.82,101842.82
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:28.049Z",101842.29,101842.29
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:29.732Z",101841.25,101841.25
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:29.783Z",101846.27,101846.27
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:32.835Z",101849.38,101849.38
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:32.858Z",101852.17,101852.17
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:32.906Z",101854.91,101854.91
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:32.952Z",101857.4,101857.4
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:32.976Z",101861.15,101861.15
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:33.524Z",101864.57,101864.57
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:37.916Z",101863.25,101863.25
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:47.118Z",101860.09,101860.09
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:50.297Z",101860.0,101860.0
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:50.724Z",101857.5,101857.5
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:50.793Z",101854.6,101854.6
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:50.851Z",101851.34,101851.34
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:50.889Z",101849.03,101849.03
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:50.982Z",101844.34,101844.34
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:53.142Z",101841.96,101841.96
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:54.291Z",101843.15,101843.15
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:54.492Z",101840.02,101840.02
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:54.504Z",101836.77,101836.77
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:54.612Z",101833.5,101833.5
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:54.824Z",101829.01,101829.01
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:54.912Z",101825.75,101825.75
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:55.369Z",101820.73,101820.73
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:56.632Z",101815.04,101815.04
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:56.646Z",101808.69,101808.69
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:57.637Z",101811.49,101811.49
"exness","BTCUSD_Zero_Spread","2025-11-09 05:42:59.742Z",101815.95,101815.95
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:00.431Z",101815.7,101815.7
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:00.510Z",101812.88,101812.88
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:00.770Z",101809.92,101809.92
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:00.872Z",101800.98,101800.98
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:03.053Z",101800.36,101800.36
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:03.072Z",101795.46,101795.46
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:03.287Z",101792.77,101792.77
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:03.419Z",101786.58,101786.58
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:03.498Z",101783.6,101783.6
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:04.605Z",101783.69,101783.69
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:05.740Z",101783.8,101783.8
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:06.847Z",101783.95,101783.95
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:06.936Z",101789.07,101789.07
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:06.985Z",101791.47,101791.47
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:07.051Z",101797.08,101797.08
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:17.166Z",101797.15,101797.15
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:22.256Z",101797.27,101797.27
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:23.461Z",101797.39,101797.39
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:33.641Z",101796.99,101796.99
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:41.315Z",101797.67,101797.67
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:45.376Z",101797.55,101797.55
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:47.333Z",101797.31,101797.31
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:47.344Z",101800.43,101800.43
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:50.575Z",101801.29,101801.29
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:51.563Z",101801.83,101801.83
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:51.623Z",101805.46,101805.46
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:54.105Z",101805.81,101805.81
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:56.102Z",101806.47,101806.47
"exness","BTCUSD_Zero_Spread","2025-11-09 05:43:59.351Z",101806.63,101806.63
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:01.129Z",101806.42,101806.42
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:02.193Z",101806.85,101806.85
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:02.291Z",101809.2,101809.2
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:06.952Z",101806.8,101806.8
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:12.710Z",101798.56,101798.56
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:17.088Z",101801.76,101801.76
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:23.486Z",101801.23,101801.23
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:28.820Z",101801.98,101801.98
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:33.149Z",101798.79,101798.79
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:35.402Z",101795.18,101795.18
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:38.636Z",101790.51,101790.51
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:41.679Z",101790.65,101790.65
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:44.834Z",101795.52,101795.52
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:46.072Z",101796.77,101796.77
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:53.172Z",101795.32,101795.32
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:54.398Z",101792.48,101792.48
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:54.441Z",101788.99,101788.99
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:54.464Z",101784.98,101784.98
"exness","BTCUSD_Zero_Spread","2025-11-09 05:44:57.612Z",101782.84,101782.84
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:00.263Z",101777.95,101777.95
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:00.315Z",101780.78,101780.78
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:00.413Z",101783.51,101783.51
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:00.500Z",101788.57,101788.57
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:04.847Z",101794.93,101794.93
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:05.784Z",101799.52,101799.52
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:08.905Z",101799.44,101799.44
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:10.510Z",101802.42,101802.42
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:10.533Z",101805.21,101805.21
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:10.630Z",101807.61,101807.61
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:15.201Z",101809.28,101809.28
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:16.422Z",101806.44,101806.44
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:16.452Z",101802.94,101802.94
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:16.521Z",101799.95,101799.95
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:23.947Z",101792.35,101792.35
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:26.103Z",101797.37,101797.37
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:28.143Z",101794.73,101794.73
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:30.211Z",101797.29,101797.29
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:34.613Z",101795.15,101795.15
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:35.043Z",101791.08,101791.08
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:35.998Z",101792.27,101792.27
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:40.423Z",101789.16,101789.16
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:46.244Z",101787.27,101787.27
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:47.901Z",101782.24,101782.24
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:48.690Z",101781.35,101781.35
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:51.129Z",101775.65,101775.65
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:52.701Z",101774.59,101774.59
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:54.894Z",101771.09,101771.09
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:55.895Z",101774.99,101774.99
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:57.896Z",101773.01,101773.01
"exness","BTCUSD_Zero_Spread","2025-11-09 05:45:59.900Z",101772.81,101772.81
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:00.492Z",101776.05,101776.05
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:02.488Z",101778.37,101778.37
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:03.185Z",101779.52,101779.52
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:03.508Z",101775.88,101775.88
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:08.161Z",101777.82,101777.82
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:11.162Z",101776.86,101776.86
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:11.220Z",101774.46,101774.46
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:13.257Z",101774.6,101774.6
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:15.300Z",101774.57,101774.57
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:17.289Z",101773.33,101773.33
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:19.425Z",101769.76,101769.76
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:21.495Z",101770.41,101770.41
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:23.913Z",101767.14,101767.14
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:25.918Z",101769.72,101769.72
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:27.980Z",101775.46,101775.46
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:29.924Z",101773.29,101773.29
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:31.303Z",101775.64,101775.64
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:31.316Z",101778.94,101778.94
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:31.424Z",101781.87,101781.87
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:33.416Z",101782.19,101782.19
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:35.766Z",101782.34,101782.34
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:37.887Z",101782.46,101782.46
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:39.933Z",101782.58,101782.58
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:42.142Z",101782.72,101782.72
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:44.143Z",101782.84,101782.84
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:45.241Z",101784.93,101784.93
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:45.253Z",101788.58,101788.58
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:45.265Z",101790.98,101790.98
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:45.281Z",101795.18,101795.18
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:45.310Z",101797.68,101797.68
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:45.460Z",101801.98,101801.98
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:45.476Z",101811.92,101811.92
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:45.486Z",101814.77,101814.77
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:45.510Z",101817.43,101817.43
"exness","BTCUSD_Zero_Spread","2025-11-09 05:46:55.625Z",101814.34,101814.34
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:03.957Z",101816.26,101816.26
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:08.592Z",101817.18,101817.18
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:08.602Z",101813.7,101813.7
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:13.800Z",101813.0,101813.0
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:17.965Z",101810.34,101810.34
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:21.783Z",101808.34,101808.34
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:21.795Z",101802.24,101802.24
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:23.970Z",101798.22,101798.22
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:26.747Z",101786.91,101786.91
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:27.770Z",101788.25,101788.25
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:29.822Z",101794.09,101794.09
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:31.980Z",101795.35,101795.35
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:32.754Z",101796.02,101796.02
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:34.730Z",101801.81,101801.81
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:34.823Z",101805.62,101805.62
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:37.755Z",101806.16,101806.16
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:37.765Z",101808.57,101808.57
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:39.043Z",101811.44,101811.44
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:39.092Z",101814.83,101814.83
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:39.152Z",101817.52,101817.52
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:41.812Z",101822.33,101822.33
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:42.058Z",101824.82,101824.82
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:42.154Z",101831.17,101831.17
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:43.131Z",101831.03,101831.03
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:47.569Z",101827.38,101827.38
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:47.577Z",101830.73,101830.73
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:49.116Z",101833.46,101833.46
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:49.153Z",101831.03,101831.03
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:49.236Z",101828.16,101828.16
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:50.106Z",101846.87,101846.87
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:50.124Z",101850.91,101850.91
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:51.323Z",101851.94,101851.94
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:51.345Z",101854.5,101854.5
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:51.372Z",101856.85,101856.85
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:59.137Z",101851.49,101851.49
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:59.152Z",101848.05,101848.05
"exness","BTCUSD_Zero_Spread","2025-11-09 05:47:59.341Z",101845.45,101845.45
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:01.618Z",101851.74,101851.74
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:02.052Z",101857.67,101857.67
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:03.176Z",101861.27,101861.27
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:03.220Z",101863.57,101863.57
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:05.677Z",101859.8,101859.8
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:08.738Z",101860.02,101860.02
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:18.902Z",101860.68,101860.68
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:22.035Z",101861.87,101861.87
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:24.723Z",101861.0,101861.0
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:24.972Z",101864.6,101864.6
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:25.492Z",101868.45,101868.45
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:25.509Z",101871.36,101871.36
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:25.546Z",101873.81,101873.81
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:26.959Z",101866.54,101866.54
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:27.211Z",101863.82,101863.82
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:27.722Z",101861.02,101861.02
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:27.734Z",101857.96,101857.96
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:27.785Z",101855.66,101855.66
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:27.862Z",101851.92,101851.92
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:27.884Z",101849.17,101849.17
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:30.014Z",101845.95,101845.95
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:32.042Z",101845.82,101845.82
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:35.064Z",101845.72,101845.72
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:37.251Z",101845.6,101845.6
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:40.253Z",101845.65,101845.65
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:50.304Z",101847.32,101847.32
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:53.383Z",101845.94,101845.94
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:53.423Z",101842.98,101842.98
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:54.481Z",101843.02,101843.02
"exness","BTCUSD_Zero_Spread","2025-11-09 05:48:58.744Z",101841.72,101841.72
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:00.097Z",101840.01,101840.01
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:00.108Z",101837.06,101837.06
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:02.268Z",101835.16,101835.16
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:02.862Z",101830.04,101830.04
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:05.502Z",101826.97,101826.97
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:05.515Z",101823.72,101823.72
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:07.402Z",101824.8,101824.8
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:07.411Z",101827.37,101827.37
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:08.348Z",101827.91,101827.91
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:11.413Z",101828.62,101828.62
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:21.423Z",101830.72,101830.72
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:26.362Z",101830.52,101830.52
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:26.373Z",101832.97,101832.97
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:26.392Z",101835.94,101835.94
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:26.435Z",101838.31,101838.31
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:27.093Z",101839.32,101839.32
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:27.672Z",101841.03,101841.03
"exness","BTCUSD_Zero_Spread","2025-11-09 05:49:29.133Z",101843.49,101843.49
